body_temperature,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,health_status
37.9,24.2,15,11345,4.3,1,56,2.6,13.1,6.4,3,healthy
39.4,26.5,16,6707,7.2,1,37,3.3,14.8,3,1,unhealthy
39,5.1,14,6223,7.2,3,40,3.1,14.6,5.8,3,unhealthy
38,10.9,15,12725,4.2,3,53,2.5,15.8,6.2,3,healthy
38,16.1,32,11221,3.9,3,74,1.7,11.8,6.2,3,healthy
39.6,17.2,18,6204,6.7,3,37,1.3,14.8,4,3,unhealthy
38.9,10.3,14,6029,7.2,3,40,1.8,14,5.2,3,unhealthy
39.2,5.1,14,5975,7.2,3,45,1.3,13.7,5.7,3,unhealthy
39.1,6.5,19,7515,7.2,3,49,1.3,15.5,3,1,unhealthy
37.8,13.7,42,11218,4.7,2,79,1.9,11,7,3,healthy
38.8,7.8,14,5387,6.4,1,41,1.3,14,5.9,2,unhealthy
39.3,5.5,14,5309,7,3,45,1.3,14.5,3.2,3,unhealthy
37.7,15.2,14,5633,6.1,4,38,1.3,15.5,3.5,3,unhealthy
37.9,15.1,32,10774,3.3,1,69,2.6,12.6,6.6,3,healthy
37.9,17.1,23,11770,4,1,42,2.1,11,6.7,3,healthy
39.4,13,14,5004,4.3,3,47,1.7,15.4,6.2,2,unhealthy
39.1,10.5,14,5004,4.9,1,41,1.6,12.5,7,1,unhealthy
37.4,12.8,14,12587,7.2,4,45,1.9,12.4,4.2,1,healthy
37.9,26.2,42,11521,4.4,4,41,3,12.7,6.1,4,unhealthy
39.1,9.4,14,5083,7.2,2,42,1.3,14.9,6,2,unhealthy
38.5,23.3,24,12993,4.7,4,79,2.9,13,6.6,3,healthy
39.2,16.7,24,7351,7.2,1,45,1.5,14,5.4,3,unhealthy
39.3,5.1,15,6824,7.2,1,37,1.3,15.5,4.3,3,unhealthy
37.9,19.2,16,12775,4.8,3,81,3.3,11.1,6.3,4,healthy
39,10.5,24,6493,7.2,2,39,1.3,14.6,4.7,3,unhealthy
38.1,19,20,12196,4.6,3,77,2.1,12.1,7,4,healthy
39,12.8,14,5452,4.8,4,43,3.3,14.8,5.9,4,unhealthy
38,16.1,25,12607,3.5,1,63,2.6,13,6.5,5,healthy
38.1,22.1,23,12479,4.8,3,83,1.9,11.4,7,2,healthy
39.2,11.1,14,6144,7.2,2,48,2.5,13.8,5.9,1,unhealthy
37.9,23.6,19,11817,4.2,3,78,3.1,13.8,6.7,5,healthy
37.6,15.6,15,12232,4,3,65,3.2,13.8,7,3,healthy
39.4,13.4,14,5140,7.2,3,41,1.4,14,3.9,3,unhealthy
37.7,14,24,13087,4,2,53,4.3,13.3,7,3,healthy
38,9,20,12929,4.6,3,72,2.5,13.2,7,3,healthy
38,13.5,27,12002,4.8,3,83,2.6,11.8,7,3,healthy
37.9,20.4,29,13257,4.2,4,62,2.6,12.1,6.1,2,healthy
39.2,8.5,33,5547,6.6,4,42,1.8,14,4.9,3,healthy
39.2,16.8,21,12029,7.2,3,46,2,12.1,5.4,3,unhealthy
39.3,14,14,6381,6.7,3,41,2.8,15.3,5.3,3,unhealthy
37.8,14.5,33,12499,4.9,4,66,2.2,11.2,6.7,3,healthy
37.9,21.3,23,13033,4,1,63,2.9,12.3,5.1,4,unhealthy
39,9.4,14,11187,7.2,3,39,2.4,13.6,7,3,unhealthy
39.5,11,24,6858,7.2,3,46,1.4,13.4,5.3,3,healthy
37.7,24.9,25,12426,5,1,77,1.8,11.4,6.7,5,healthy
39.1,15.7,20,7128,5.9,3,43,2.2,16,5.3,3,unhealthy
39.5,6.6,14,6300,7.2,1,53,1.7,15.9,3.1,3,unhealthy
38.1,16.5,40,13257,4.1,4,39,2.6,11.9,5.7,4,healthy
39.1,10.3,18,7407,6.5,2,37,1.8,15.7,3,3,unhealthy
37.9,24.7,23,12375,3.7,1,78,2.8,11.6,7,3,healthy
38.9,11.7,14,5473,7.2,4,55,3.1,15,5.5,3,unhealthy
39.3,18.3,26,13257,5.1,3,81,2.1,12.3,7,3,unhealthy
37.9,14.8,14,12338,3.6,3,51,2.6,11.9,7,3,healthy
38,23.8,29,11646,4,2,82,2.2,11.5,6.8,2,healthy
39.1,9.1,14,13041,3.5,1,44,1.9,13.3,5.4,5,healthy
39.6,8.8,17,5664,7.2,3,46,1.3,14.1,4.1,1,unhealthy
37.9,17.8,17,12819,3.8,2,53,2.2,12.1,6.2,5,unhealthy
37.8,12.7,40,12376,3.5,4,58,2.9,13.4,6.9,1,healthy
39.4,17.8,34,12178,7.2,2,71,1.6,13.3,5.1,5,healthy
39,12.1,14,5586,7.1,3,37,1.4,13.4,3.1,1,unhealthy
37.6,8.5,14,5555,7.2,3,48,2.4,14.4,5.2,1,unhealthy
37.9,20.5,26,12395,3.9,1,73,3.4,12,7,3,healthy
37.4,12.2,17,5762,7.2,2,76,3.3,12,5.2,4,unhealthy
38,13.5,35,11787,4.2,3,71,2.4,12.1,6.6,2,healthy
39,8.3,14,5004,6,3,37,1.3,15.4,3.5,1,unhealthy
38.9,10.4,14,5008,7.2,2,46,1.3,15.5,5.3,3,unhealthy
38,12.5,23,11388,5.1,3,68,2.3,13,7,4,healthy
39,5.1,14,5669,7.2,3,41,1.3,14.6,4.7,2,unhealthy
39.2,8,14,6016,7.2,3,38,1.3,15.5,5.1,3,unhealthy
37.9,20.7,16,13257,4.4,3,83,3.3,11.2,7,2,healthy
39.1,5.1,14,7272,7.2,2,40,1.3,14.7,4,1,unhealthy
39.1,15.6,21,13029,4.2,2,73,2.6,14.2,6.7,1,unhealthy
37.6,13.8,22,11483,5,3,75,3.4,13.4,7,4,unhealthy
39.4,15.4,21,5004,7.2,3,44,1.3,15.1,5.2,1,unhealthy
39.1,8.9,14,6753,5.9,1,37,1.3,14.4,4.2,3,unhealthy
37.1,11.8,22,13257,4.5,1,52,1.9,13.2,7,2,unhealthy
37.8,18.5,26,11828,4.4,4,64,2.1,11.4,6.5,4,healthy
38.9,7.4,14,7154,7.2,2,53,2.5,6.1,4.5,3,unhealthy
39.2,9.3,14,6594,7.2,4,53,2,14.7,6.2,3,unhealthy
39.1,11.7,20,6661,3.5,2,46,2.5,13.4,6.5,2,unhealthy
39.3,14.1,30,12688,4.4,1,83,1.6,11.8,7,5,unhealthy
39,11.5,14,5004,7.1,4,38,2.5,14.4,5,3,unhealthy
37.6,14.7,19,12738,4.6,3,53,4.3,11.5,7,2,healthy
39.9,10.5,21,5004,7.2,3,37,1.3,13.6,6.6,2,unhealthy
38.2,21.5,39,11284,4.5,2,76,1.7,11.8,7,4,healthy
39.2,14.9,15,5466,6.6,3,38,1.3,14.6,4.5,3,unhealthy
37.7,23.5,18,12551,5,4,80,3.4,12.5,7,3,healthy
37.7,13.3,17,12934,3.9,3,63,2.5,11.7,6.1,3,unhealthy
37.8,14.3,31,12585,7.2,3,47,2.1,11.3,7,3,healthy
39.1,12.5,14,5349,6.1,1,45,2.4,14.4,5.5,3,unhealthy
37.8,16.2,37,11712,4.8,2,69,3.2,13.2,6.9,5,unhealthy
37.2,16.1,23,8761,4.3,1,47,2.5,14.9,4.6,3,healthy
37.9,15.6,26,12560,4.3,1,61,2.3,13,5.9,4,healthy
39.8,7.8,14,5344,6.7,3,38,1.3,14.7,3.6,3,unhealthy
37.7,14.7,14,11441,4.6,1,66,3.2,12.2,6.4,3,healthy
37.8,12.4,26,11933,4.6,3,73,2.4,11.9,7,2,healthy
37.8,20.2,25,13257,4.9,2,83,3.1,11.2,7,4,healthy
36.6,5.1,14,11410,4.4,2,50,3.4,16.3,4.5,2,unhealthy
38,11.4,32,12945,4.8,2,66,2.6,11.9,6.5,3,healthy
39.3,18.5,25,5013,4.3,3,60,2.9,14.5,5.5,3,healthy
39.6,5.5,14,5310,7.2,1,37,1.3,14.5,5.3,1,unhealthy
39.3,10.1,18,5863,7.2,2,50,1.4,15,5.4,3,healthy
39,7.7,16,5004,7.2,3,49,1.4,15,4.7,2,unhealthy
37.8,10.1,29,13257,4.6,4,83,1.7,12.3,5.9,3,healthy
39.7,23.4,14,5004,7.2,1,42,2.7,14.4,3,1,unhealthy
39.3,23,18,12479,4.2,2,61,2.8,11.5,6.7,3,healthy
39.2,14.7,19,5769,7.2,2,47,1.7,12.3,5.9,3,healthy
38.1,10.7,18,13010,4.7,3,82,2.3,12.6,6.5,3,healthy
39.1,5.1,14,6439,7.2,1,44,1.6,14.3,3.3,1,unhealthy
38.8,7.1,19,6150,7.2,3,52,1.5,14.6,5.3,2,unhealthy
39.1,5.1,14,5004,7.2,2,37,1.3,13.5,5.1,3,unhealthy
38,21.7,24,12366,4.5,3,71,2.6,12.9,6.8,2,healthy
37.9,13.6,14,6196,6.9,3,43,4.3,14.3,5.1,3,unhealthy
38.2,24.7,27,13092,3.5,1,50,2.9,11.6,6.6,3,healthy
40.3,14.1,23,5561,4.6,3,65,2.8,11.6,6.8,3,unhealthy
37.6,19,25,12264,5,1,83,2.9,11.7,7,4,healthy
39.7,9.6,20,12553,7.2,3,43,2,14.6,4.4,2,unhealthy
37.8,11.6,19,12319,5.1,1,52,1.8,11.7,7,4,healthy
37.6,21.3,15,12930,4.8,3,81,3.5,11.9,7,3,healthy
38.2,13.6,25,12931,4.2,3,70,3,12.1,6.3,3,healthy
39.2,8.3,16,6223,7.2,3,46,1.7,13.6,3.9,3,unhealthy
38.1,26.5,35,12025,4.1,3,71,2.6,11.7,7,3,healthy
39,10.9,18,6027,7.2,3,44,2.6,13.7,5.3,3,healthy
39.3,12.5,14,6009,7.2,1,40,2.4,14,4,2,unhealthy
37.7,12.3,25,12394,4.3,3,76,2.7,15.2,7,3,healthy
38.8,17,16,7654,6.9,3,51,1.6,14.4,6,3,unhealthy
37.7,26.5,39,11343,4.4,4,65,2.9,12.2,7,3,unhealthy
39.3,6.5,14,6157,6.6,3,40,2,13.6,3,2,unhealthy
39.1,17.5,15,6571,7.2,2,41,1.3,14.2,4.8,3,unhealthy
39.4,21.9,18,9632,4.2,4,81,3.1,13.3,6.6,3,healthy
38.1,12.2,46,12036,4.7,3,77,2.3,11.8,6.4,3,healthy
39.2,10.6,29,5849,3.2,1,46,2.4,15.3,6.7,1,unhealthy
38.8,10.5,14,5004,7.2,3,45,2.4,14.4,6.4,3,unhealthy
39.2,15.6,14,5004,7.2,3,44,2.5,13.8,7,3,unhealthy
38,25.3,41,12989,3.4,1,58,3.4,12.4,6.4,1,healthy
39.1,15,14,5886,7.2,1,43,1.6,16.4,6.5,2,unhealthy
39.6,10.1,24,6254,7.2,3,48,1.3,15.3,4.3,3,unhealthy
39.2,13.6,30,6226,6,3,38,1.6,14.5,4.7,5,unhealthy
37.8,10.2,17,6743,5.1,3,53,2.7,14.5,6.4,3,healthy
38,11.4,22,6789,4.8,3,78,2.2,6,7,3,healthy
39,18.6,19,5573,6.9,2,46,1.3,13.7,4.6,3,unhealthy
39.2,12.5,16,11279,4.3,2,47,1.8,13.7,5.5,2,healthy
37.7,10.3,31,11478,4.9,2,75,3.6,11.9,7,4,healthy
39,8.8,14,5506,7.2,3,43,1.8,14.6,4.3,2,unhealthy
39.3,13.9,14,6378,6.5,5,62,1.3,13.6,3,3,unhealthy
39.1,6.4,14,5988,7.2,3,44,1.6,13.2,4.4,2,unhealthy
39.3,16.4,15,5718,7.2,3,48,2.5,14.2,5.7,3,unhealthy
39.1,13,24,6505,7.1,2,43,1.8,13.2,5.4,2,unhealthy
39.6,13.2,18,6308,7.2,4,46,1.9,14.2,7,3,unhealthy
37.8,24,16,12020,4.7,2,52,2.8,15,6,2,unhealthy
39.3,12.1,26,7302,7.2,1,49,1.3,14.9,3.8,2,unhealthy
37.9,14.6,17,12029,4.3,1,80,2.7,12.3,7,2,healthy
37.8,14.1,24,13257,3.6,1,66,2.1,12.4,7,1,healthy
38.8,5.1,18,5426,7.2,3,50,1.3,13.7,4.9,2,unhealthy
37.8,19.9,42,12575,4.1,1,58,2.5,11.1,7,3,healthy
37.9,20.4,29,12566,3.7,3,67,3,11.9,7,4,healthy
37.7,14.1,31,12344,3.9,3,61,2.3,11.3,6.9,3,healthy
39.3,7.9,14,5004,6.7,2,40,1.5,15.2,4.8,3,unhealthy
37.7,18.1,32,11570,4.2,2,75,2.1,11.1,7,4,healthy
37.8,26.5,41,11772,4.8,2,83,2.6,12.8,7,5,healthy
39,5.1,14,5004,7.2,4,47,1.5,13.5,4.9,2,unhealthy
37.6,19.9,21,12590,4.7,1,76,3.4,12.4,7,4,healthy
37.7,11.8,27,12002,4.1,3,65,2.7,12.2,7,3,healthy
39.2,6,14,6545,6.6,3,48,1.3,13.6,3,2,unhealthy
38.1,21.6,49,13257,5.1,2,77,1.3,11.9,6.6,2,healthy
39.5,10,14,6238,6.4,4,47,2,13,4,3,unhealthy
39.4,5.7,17,6734,7,2,37,1.8,13.4,3.6,3,unhealthy
37.7,20,30,12370,5,2,83,2.6,11.7,7,3,healthy
39.1,14,14,5004,7.2,4,41,1.3,14.2,4.6,1,unhealthy
39.6,5.1,18,6538,6.5,3,37,1.5,14.9,4,2,unhealthy
39.3,5.1,30,13257,3.4,1,51,3,13.6,3,4,healthy
38,20.7,32,11730,4.8,4,77,2.4,11.9,7,4,healthy
38.1,22.4,19,12595,4.6,4,77,3.6,13.1,7,3,unhealthy
37.7,14,24,12650,4.6,1,73,2.6,11.3,6.8,2,healthy
37.2,16,38,6617,4.5,4,70,2.7,11.5,5.4,2,unhealthy
39.1,12.7,14,5433,6.9,3,45,1.3,13.9,4.7,3,unhealthy
37.9,16,29,11738,4.1,4,82,3,12.2,6.8,4,healthy
39,15.7,14,5004,7.2,2,52,2.3,15.6,5.1,2,unhealthy
37.9,12.1,23,11658,3.5,2,68,2.8,12.3,6.5,4,healthy
37.8,13.2,16,12768,3.6,3,66,2.9,12.3,7,4,healthy
38.2,12.9,32,12732,5,2,55,3.1,11.3,5.1,2,healthy
39.5,9.1,32,8003,4.7,4,47,2.3,14.7,4.5,3,unhealthy
37.9,15.7,35,12567,4.5,3,49,1.8,11,6.5,3,healthy
38.8,11,18,11917,4.5,3,48,3,14.7,7,2,healthy
39.2,11.9,18,12355,6.9,2,45,3.7,11.2,7,3,healthy
37.8,24.1,26,11201,3.6,3,83,2.4,12.3,7,2,healthy
37.6,18.4,15,12260,4,2,57,2.8,12.4,6.6,3,unhealthy
38.2,18.9,40,11121,4.6,3,66,3,12.2,6.1,4,unhealthy
38.2,12,21,5004,3.8,3,47,1.8,14.3,5.7,3,unhealthy
37.7,24,18,11799,4.2,1,83,3.4,12.1,7,5,healthy
39.3,15.5,18,5302,6.4,2,41,2.1,14.4,4.7,2,unhealthy
37.9,25.7,22,11860,4.6,1,62,2.7,13.1,6.5,2,healthy
38.9,13.3,16,5554,6.7,2,48,2.8,12.5,6.6,3,unhealthy
39.1,11.9,27,5340,7.2,3,45,1.3,13.6,3.7,1,unhealthy
39.4,11.5,14,5004,7.2,2,43,1.3,14.3,3,1,unhealthy
37.8,13.5,19,5059,3.6,3,81,2.2,11.8,3.8,2,healthy
39.4,5.1,14,5004,7.2,2,37,1.3,13.5,5.3,1,unhealthy
37.7,22.9,18,12664,4.1,3,83,1.3,11.1,7,3,healthy
39.2,5.1,14,5499,7.2,1,48,1.3,14.2,5.1,2,unhealthy
39.3,15.2,26,5060,6.6,4,46,1.3,13.9,4.4,3,unhealthy
39.2,16.4,39,12494,4.1,2,83,2,12.9,4.8,2,unhealthy
37.8,10,36,12871,4.8,3,79,2.5,12.3,6.5,3,healthy
39.1,10.6,16,5434,7.2,3,49,1.7,15.7,5.5,3,unhealthy
39,17.4,18,6622,6.8,3,51,1.4,12.4,4.8,2,unhealthy
37.7,13.6,18,13083,4.1,3,78,1.6,6,6.1,3,unhealthy
38.2,24,40,12236,3.5,1,71,1.8,12,7,4,healthy
37.8,14.1,21,12083,3.9,3,81,3.6,11.7,6.9,5,healthy
38,17.6,49,11481,4.2,1,62,3.3,11.8,5.2,2,healthy
38,11,19,11108,4.6,3,81,1.9,12.2,5.5,3,healthy
39,11.7,15,10878,4.9,3,44,1.3,11.9,4.9,3,unhealthy
39.4,14.1,14,5004,7.2,1,43,2.3,14.2,3.7,3,unhealthy
39.8,14.2,14,5013,3.9,3,49,3.9,14.5,4.5,2,healthy
37.7,24.6,36,12542,4.1,3,82,2.7,11.9,6.5,1,healthy
39.1,19,14,5548,7.2,1,52,1.8,16,4.7,2,unhealthy
38.9,9.6,14,6191,7.1,3,46,1.3,14,4.7,3,unhealthy
39.2,5.1,14,6578,7.2,3,45,1.9,14.3,5.7,3,unhealthy
39.4,10.3,34,5004,7.2,1,46,1.9,14.2,6.3,3,unhealthy
39.3,14.3,14,5375,7.2,3,38,1.6,13.6,3.3,3,unhealthy
39.3,14.3,16,5443,7.2,3,37,1.3,14.1,3,3,unhealthy
38,11.8,36,12803,4.5,2,65,2.7,12.2,6.7,2,healthy
39.2,12.1,14,5004,7.2,2,39,3,14.4,4.7,3,unhealthy
39.6,15,35,9280,4.4,3,73,3,14,5.3,4,unhealthy
39.4,9.7,14,6265,6.8,2,37,1.3,15,4,1,unhealthy
38.1,11.5,30,13048,4.9,2,59,2.1,13.1,4.7,4,unhealthy
38.9,15.2,14,5416,7.1,1,40,2.2,14.5,5.5,3,unhealthy
38.1,21.8,32,13198,4.2,1,76,4.1,13,6.6,3,healthy
39.1,8.3,14,6007,7.2,3,47,1.3,14.8,4.8,3,unhealthy
38,12.8,38,12682,4.6,3,70,2.5,11.5,6.4,4,healthy
39.5,7.7,15,7090,7.2,4,46,2.5,14.5,3,1,unhealthy
39.1,19.1,14,7410,6.8,2,41,1.3,14.8,3.7,2,unhealthy
38.1,12.7,19,12620,4.5,1,69,3.5,12.5,7,2,healthy
39.2,10.8,14,5004,7.2,3,44,2,13.1,7,2,unhealthy
37.9,22.3,31,12374,4.3,4,50,3.8,12.6,6.8,3,healthy
39.9,12.5,22,5004,7.2,1,43,2.1,14.4,3.9,2,unhealthy
38,21,16,11846,4.8,1,81,2.9,11.9,7,4,healthy
39.7,22.9,25,5350,4.3,3,40,2.7,12.5,6.6,5,unhealthy
39.6,13.3,36,13257,4.2,4,77,3.5,14.3,5.6,4,healthy
37.7,14.2,17,5560,4.3,2,67,2.5,13.1,6.5,2,unhealthy
39.8,7.9,16,5472,7.2,3,41,1.3,14.3,3.7,1,unhealthy
39.1,18.4,16,7349,6.5,2,41,1.3,16.1,4.8,1,unhealthy
39.4,15.2,14,5122,7.2,1,41,2,15.7,4.3,1,unhealthy
37.9,19,14,12718,5,2,70,3.3,12.4,6.5,3,healthy
39.9,14.6,14,5950,7.2,3,37,1.3,14.3,3,2,unhealthy
37.8,12.3,19,11499,2.8,3,73,3.9,11,7,4,healthy
38.1,15.5,14,12335,4.4,2,79,2.5,11.8,4.8,4,healthy
38,11.2,25,12610,4.9,3,70,2.7,11.1,6.8,4,healthy
38,14.7,28,12133,4.9,3,78,3.1,12.2,7,3,healthy
37.7,15.1,37,13257,3.9,3,50,3.1,11.2,6.5,2,healthy
39.2,13.9,14,5333,7.1,3,37,1.6,14.6,4.9,2,unhealthy
39.6,15.2,21,5511,7.2,1,43,2.1,15.3,5.2,3,unhealthy
38.2,13.4,19,5709,7.2,3,48,1.3,6,4.9,3,unhealthy
38.9,10.4,14,5004,7.2,5,39,1.3,13.9,5.1,3,healthy
37.9,17.7,36,8961,7.1,1,44,2.6,12.1,5.9,3,healthy
37.8,18.1,18,12999,4.6,4,72,4.1,12.1,7,3,healthy
38.1,13,29,6913,7.1,2,50,1.6,13.3,6.1,3,healthy
37.9,13.6,41,13257,4,2,75,2.1,12.4,6.5,4,healthy
39.8,12,14,6048,4.5,4,41,1.3,13.9,3.7,4,unhealthy
39.2,7.5,20,7436,5.8,1,46,1.6,14.3,4.5,4,unhealthy
39.3,11.9,15,5682,7,3,41,2.1,11.6,6.7,3,healthy
37.9,23.7,22,10522,4.9,3,75,2.3,11.7,7,3,healthy
38.2,14.5,38,13257,3.3,3,75,3.3,11.8,6.5,3,healthy
37.8,21.1,33,11516,4.6,2,62,3.2,13,6.8,4,healthy
39.2,14.4,17,7136,6.8,3,37,2.5,14.9,4,5,unhealthy
39.4,11,18,6008,7.2,2,47,1.4,13.9,4,3,unhealthy
37.8,23.1,26,12185,4.3,3,76,2.8,12.9,6.6,3,healthy
39.8,16.1,18,6197,7.1,1,37,2.5,13.6,3,2,unhealthy
39.4,12.6,17,7131,7.1,3,69,1.8,14.9,5.8,4,unhealthy
39.5,18.7,19,6203,6.6,1,37,1.7,14.7,5,1,unhealthy
38.8,6.1,14,5004,7.2,2,40,1.3,14.4,5.6,2,unhealthy
39.9,14.3,27,10094,4.4,2,44,1.3,13.5,4.4,3,healthy
39.7,13.4,18,5704,7.2,1,37,2.7,12.9,4,3,unhealthy
39.8,13.8,32,6219,7.2,4,49,1.5,14,4.2,1,unhealthy
39.1,14.4,17,8242,4.9,2,44,2.3,13.4,7,5,unhealthy
38.1,11.9,15,12248,4.8,1,76,2.7,12.8,7,3,healthy
39.8,9,24,6437,7.1,3,53,1.9,14.7,4.2,2,unhealthy
39.5,13.3,14,6698,7.2,1,43,2.3,13.7,4.7,3,unhealthy
39.1,12.2,14,5004,7.2,3,43,1.5,14.5,4.8,2,unhealthy
39.5,12.6,20,6383,6.8,1,43,1.3,14,3,4,unhealthy
37.8,22.5,14,12216,3.4,2,43,2.7,11.6,6.5,3,healthy
37.7,14.1,35,13257,4,4,80,3.2,12.7,7,3,healthy
39.3,11.2,18,5077,6.4,3,37,2.7,13.3,6.7,3,unhealthy
38.9,14.9,15,6048,7.2,3,41,2.3,15.5,5.8,2,unhealthy
39.4,12.3,14,12203,4.4,3,47,2.8,6,5.4,2,unhealthy
39.1,6.3,23,5004,6.9,3,45,1.3,13.5,5.6,1,unhealthy
39.2,11.3,14,5904,7.2,4,40,1.7,14.2,7,3,unhealthy
39.2,14.9,22,7075,6.6,3,42,2.9,14,4,3,unhealthy
38.2,5.1,33,13257,5,5,56,3.5,12.5,6,3,healthy
39.7,5.1,17,5966,6.9,3,37,1.6,14,4.3,2,unhealthy
39.3,5.7,14,6388,6.8,2,41,2.5,15,5.4,3,unhealthy
38.9,7.5,14,5444,7.2,3,46,1.3,14,4.9,1,unhealthy
39,5.1,14,5945,6.4,3,37,2,16.4,5,3,unhealthy
38.9,10.1,14,6128,7.2,3,54,1.4,14.6,4.9,1,unhealthy
37.8,19.8,35,12712,3.3,1,64,1.3,12.2,5.9,4,healthy
37.7,15.5,14,5254,7.2,1,37,2.5,12.4,7,4,unhealthy
38.9,5.1,14,7078,7,2,44,1.4,13.7,4.9,3,unhealthy
37.9,14.1,41,12893,5,1,83,3.6,12.9,6.3,4,healthy
39.4,12.6,14,5293,7.1,3,45,2.2,13.7,5.5,2,unhealthy
37.8,9.6,47,12235,4.5,1,73,1.4,12.6,7,3,healthy
37.8,6.3,25,12813,4.6,1,63,3.5,11.9,6.6,2,healthy
38,13.5,31,13257,4.7,1,80,3,12.9,5.3,4,healthy
38,19.2,36,13257,4.4,4,66,2,12.3,6.6,3,healthy
39.6,14.5,25,5660,7.2,1,49,3.1,11.9,3.6,3,unhealthy
37.9,17.2,22,11602,4.4,3,70,3.7,7.8,6.9,4,healthy
37.9,23.2,28,11986,4.4,1,79,2.1,12.6,6.8,3,healthy
38.9,8.7,14,7058,6.9,3,44,1.3,15.4,4.4,2,unhealthy
39.7,14.3,15,6251,4.5,3,49,1.7,14.1,6.5,3,healthy
38.3,23.4,49,12217,3.6,3,75,1.5,11.6,7,4,healthy
39.4,11.4,15,6002,7.1,3,37,1.3,15.2,4,2,unhealthy
38.9,5.3,14,5681,7,4,49,1.3,13.8,3.3,2,unhealthy
37.6,21.9,17,11152,4.3,1,83,2.4,11.2,7,1,healthy
39.2,12.6,14,5616,7.2,3,48,1.3,14.1,6.3,3,unhealthy
39.3,17.2,21,5649,6.5,3,41,1.3,14.5,4.6,1,unhealthy
39,16.9,14,5129,7.1,3,45,2.2,16.2,4.5,1,unhealthy
39.1,6.1,18,6873,7.2,3,50,1.3,15.1,6.9,1,unhealthy
38.2,16.1,23,11187,4.1,1,83,2.4,12.4,6.1,1,unhealthy
38.1,11.6,29,11778,4.7,1,83,2.3,11.8,6.5,4,healthy
39.4,7,14,6356,7.2,3,37,1.3,15,6.3,1,unhealthy
39.2,14.5,22,11984,7.2,2,79,1.7,13.8,5.7,2,unhealthy
38.2,7.5,26,12735,4.1,3,83,2.1,16.1,6.3,3,healthy
38.9,14.8,14,11567,6.1,3,43,2.3,14,6.4,3,unhealthy
39.4,12.7,14,5101,7.2,1,48,1.3,6,3.2,3,unhealthy
39.1,14.4,14,6484,7.2,2,51,2.5,16.1,6.7,1,unhealthy
39.3,16.5,14,6191,6.6,1,37,1.3,14.5,5.2,1,unhealthy
39.5,7.1,14,12810,7.1,3,44,2.3,12,6.5,3,unhealthy
38.9,12.8,19,7636,6.1,3,41,1.3,15,3.9,3,unhealthy
39.8,15.6,20,6486,6.9,3,38,2,15.1,4.4,2,healthy
39.3,12.6,30,6002,7.2,3,40,1.3,15.1,4.3,3,unhealthy
38,11.7,14,11760,7.2,3,46,2.7,12.2,6.5,2,healthy
39.1,10,26,5636,7.2,4,50,1.3,14.9,4.8,1,healthy
38.2,9.9,25,12603,4.7,3,70,3,12.7,6.1,3,unhealthy
38.1,24.9,37,12429,3.6,2,81,1.7,11.3,6.7,2,healthy
39.1,5.1,16,6236,7.1,5,41,1.3,15.8,3.9,4,unhealthy
39.5,5.1,14,5602,7.2,4,37,1.3,14.6,5,2,unhealthy
37.9,25,21,12913,5.1,3,83,2.5,12.2,6.5,3,healthy
38.1,13.7,26,11375,3.2,3,42,2.4,12.3,6.7,3,unhealthy
39.4,7.4,18,5777,7,1,48,1.5,15.3,4.6,2,unhealthy
39.1,15.4,14,5656,6.5,4,54,2.1,14.8,4.3,3,unhealthy
38,16,43,7356,4.4,1,72,1.7,11.4,7,1,healthy
39.3,9.4,21,7919,6.3,3,37,1.3,16.2,3.5,2,unhealthy
39.2,6.8,14,6303,7.2,3,37,2.6,13.4,3.3,1,unhealthy
37.6,12.1,14,6842,7.2,4,51,1.3,12.4,5.4,3,unhealthy
39.9,15.4,14,11350,3.8,1,37,2.4,13.7,5.1,3,unhealthy
39.5,11,18,5004,7.2,4,39,1.3,13.6,3.3,3,unhealthy
39,13.5,16,5599,7.2,3,49,2.6,14.7,4.5,2,unhealthy
39.9,12,14,7279,7.2,3,45,2,13.8,4.2,3,unhealthy
39.3,13,15,6943,6.8,1,47,1.3,13.7,4.1,3,unhealthy
39.2,21.6,20,7262,4.5,3,54,1.7,13.3,7,3,unhealthy
38,17.3,18,5018,6.6,4,37,2.6,13.7,7,3,unhealthy
39,15.7,14,5004,6.4,3,45,1.3,14.6,4.6,4,unhealthy
39.4,14.7,14,5004,4.2,1,41,2.2,14.6,5.2,1,unhealthy
38.2,24.4,32,12792,4.3,2,83,1.8,12.9,5.9,4,healthy
39,13.9,27,7086,7.2,2,54,1.5,14,4.4,3,unhealthy
39.4,20.9,21,12836,7.1,3,44,1.3,15.2,4.1,3,unhealthy
38,13.6,32,12018,4.5,2,58,2.1,11.6,6.4,2,healthy
38,26.5,45,11830,5.1,3,83,3.8,12.1,6.6,2,healthy
39.2,7.4,19,5599,7,4,42,2.7,14.7,3,3,unhealthy
38.8,10.3,14,5803,7.2,3,45,1.6,14.1,4.1,3,unhealthy
38,14.7,45,12318,4.6,4,67,1.7,11.1,6.8,4,healthy
39.4,6.8,18,5004,7.2,3,51,1.7,15.9,4.7,3,unhealthy
37.8,19.9,21,12260,4.2,1,83,2.5,12.4,7,4,healthy
39,15.5,14,7013,6.1,2,41,2.3,13.9,5.9,3,unhealthy
